k-point #     1:    0.000000    0.000000    0.000000    0.083333
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  30     0.36370    0.68595    0.13608   -0.52538   -0.26428   -0.84762    0.32225   -0.22762    0.67437
  31     0.45881    0.77531    0.23016   -0.61644   -0.25909   -0.93294    0.31650   -0.22865    0.66313
  32     0.45881    0.77531    0.23016   -0.61644   -0.25900   -0.93294    0.31650   -0.22865    0.66204
 
k-point #     4:    0.000000    0.500000    0.333333    0.333333
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.13236   -0.05542   -0.14791   -0.89424    0.16769   -0.70646   -0.18778   -0.28027    0.67444
  21     0.16505    0.00439   -0.11265   -0.91233    0.14493   -0.75167   -0.16066   -0.27770    0.69864
  22     0.16505    0.00439   -0.11280   -0.91233    0.14475   -0.75167   -0.16066   -0.27785    0.69990
  23     0.19539    0.02766   -0.08241   -0.91266    0.15181   -0.74493   -0.16773   -0.27780    0.69623
  24     0.19539    0.02766   -0.08256   -0.91266    0.15161   -0.74493   -0.16773   -0.27795    0.69675
  25     0.31548    0.61706    0.09022   -0.49833   -0.24313   -0.79991    0.30158   -0.22526    0.70933
  26     0.31548    0.61706    0.09020   -0.49833   -0.24318   -0.79991    0.30158   -0.22528    0.70960
  27     0.35167    0.69049    0.12985   -0.51839   -0.27347   -0.85721    0.33881   -0.22183    0.68689
  28     0.35167    0.69049    0.12985   -0.51839   -0.27342   -0.85721    0.33881   -0.22182    0.68648
  29     0.37171    0.69107    0.14372   -0.54409   -0.26146   -0.86345    0.31936   -0.22800    0.66879
  30     0.37171    0.69107    0.14379   -0.54409   -0.26138   -0.86345    0.31936   -0.22793    0.66911
  31     0.41618    0.73113    0.19366   -0.59718   -0.25138   -0.91214    0.31496   -0.22252    0.69518
  32     0.41618    0.73113    0.19382   -0.59718   -0.25124   -0.91214    0.31496   -0.22235    0.69623
 
k-point #     5:    0.500000    0.500000    0.000000    0.083333
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.15124   -0.00771   -0.12241   -0.86592    0.14858   -0.70696   -0.15895   -0.27365    0.66789
  21     0.18436    0.00379   -0.09878   -0.95686    0.15753   -0.77629   -0.18056   -0.28314    0.71312
  22     0.18436    0.00379   -0.09910   -0.95686    0.15712   -0.77629   -0.18056   -0.28345    0.71379
  23     0.19268    0.02335   -0.08828   -0.94932    0.14943   -0.77999   -0.16933   -0.28097    0.71619
  24     0.19268    0.02335   -0.08811   -0.94932    0.14967   -0.77999   -0.16933   -0.28079    0.71591
  25     0.30114    0.61164    0.08073   -0.48694   -0.24644   -0.79744    0.31051   -0.22041    0.72281
  26     0.30114    0.61164    0.08082   -0.48694   -0.24634   -0.79744    0.31051   -0.22032    0.72305
  27     0.32478    0.65582    0.10382   -0.49988   -0.26593   -0.83091    0.33103   -0.22096    0.70283
  28     0.32478    0.65582    0.10379   -0.49988   -0.26599   -0.83091    0.33103   -0.22099    0.70302
  29     0.37402    0.68631    0.14449   -0.55578   -0.25629   -0.86806    0.31228   -0.22953    0.66404
  30     0.37402    0.68631    0.14457   -0.55578   -0.25623   -0.86806    0.31228   -0.22945    0.66483
  31     0.44790    0.77463    0.21901   -0.57904   -0.26965   -0.90578    0.32674   -0.22889    0.66257
  32     0.44790    0.77463    0.21870   -0.57904   -0.26964   -0.90578    0.32674   -0.22919    0.65718
 
k-point #     6:    0.500000    0.500000    0.333333    0.166667
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.14739   -0.01336   -0.12956   -0.93146    0.14613   -0.77071   -0.16075   -0.27695    0.70024
  21     0.17453    0.01710   -0.10008   -0.88366    0.14587   -0.72622   -0.15744   -0.27461    0.68294
  22     0.17453    0.01710   -0.10046   -0.88366    0.14535   -0.72622   -0.15744   -0.27500    0.68490
  23     0.19664    0.02185   -0.08400   -0.94636    0.15513   -0.77156   -0.17479   -0.28064    0.70815
  24     0.19664    0.02185   -0.08397   -0.94636    0.15517   -0.77156   -0.17479   -0.28061    0.70797
  25     0.34102    0.68239    0.12118   -0.50638   -0.27398   -0.84775    0.34138   -0.21984    0.69560
  26     0.34102    0.68239    0.12115   -0.50638   -0.27394   -0.84775    0.34138   -0.21986    0.69471
  27     0.34139    0.64160    0.11330   -0.52456   -0.24428   -0.82477    0.30021   -0.22809    0.69063
  28     0.34139    0.64160    0.11335   -0.52456   -0.24437   -0.82477    0.30021   -0.22804    0.69251
  29     0.34369    0.65193    0.11756   -0.51323   -0.24986   -0.82147    0.30824   -0.22613    0.69528
  30     0.34369    0.65193    0.11766   -0.51323   -0.24987   -0.82147    0.30824   -0.22604    0.69691
  31     0.45292    0.76638    0.22688   -0.61209   -0.25332   -0.92556    0.31347   -0.22603    0.67640
  32     0.45292    0.76638    0.22675   -0.61209   -0.25337   -0.92556    0.31347   -0.22617    0.67471
 
